id,nombre,marca,categoria,precio_mxn,stock,descripcion,imagen_url
93,Casio Casiotone Plus 794,Casio,Teclados,14559.99,17,"Teclado versátil con amplia biblioteca de sonidos, ideal para práctica, composición y presentaciones en vivo. Modelo Casiotone en color natural, con acabado plus.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Casio+Teclados&font=roboto
94,Casio AP- Plus 460,Casio,Pianos Digitales,8249.99,14,"Piano digital con teclas contrapesadas y sonido de piano acústico muestreado en alta resolución. Modelo AP- en color natural, con acabado plus.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Casio+Pianos+Digitales&font=roboto
95,Casio CT-X Signature 337,Casio,Teclados,16349.99,11,"Teclado versátil con amplia biblioteca de sonidos, ideal para práctica, composición y presentaciones en vivo. Modelo CT-X en color rojo cereza, con acabado signature.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Casio+Teclados&font=roboto
96,Casio Privia PX Elite 402,Casio,Pianos Digitales,26129.99,13,"Piano digital con teclas contrapesadas y sonido de piano acústico muestreado en alta resolución. Modelo Privia PX en color azul océano, con acabado elite.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Casio+Pianos+Digitales&font=roboto
97,Casio CT-X Edition 348,Casio,Teclados,10919.99,16,"Teclado versátil con amplia biblioteca de sonidos, ideal para práctica, composición y presentaciones en vivo. Modelo CT-X en color gris metálico, con acabado edition.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Casio+Teclados&font=roboto
98,Casio Privia PX II 408,Casio,Pianos Digitales,32249.99,19,"Piano digital con teclas contrapesadas y sonido de piano acústico muestreado en alta resolución. Modelo Privia PX en color gris metálico, con acabado ii.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Casio+Pianos+Digitales&font=roboto
99,Casio SA- Pro 399,Casio,Teclados,9899.99,15,"Teclado versátil con amplia biblioteca de sonidos, ideal para práctica, composición y presentaciones en vivo. Modelo SA- en color transparente, con acabado pro.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Casio+Teclados&font=roboto
100,Casio CDP-S Series 561,Casio,Pianos Digitales,27679.99,18,"Piano digital con teclas contrapesadas y sonido de piano acústico muestreado en alta resolución. Modelo CDP-S en color gris metálico, con acabado series.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Casio+Pianos+Digitales&font=roboto
101,Casio SA- Plus 234,Casio,Teclados,6739.99,17,"Teclado versátil con amplia biblioteca de sonidos, ideal para práctica, composición y presentaciones en vivo. Modelo SA- en color dorado, con acabado plus.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Casio+Teclados&font=roboto
102,Casio Privia PX Series 694,Casio,Pianos Digitales,25699.99,16,"Piano digital con teclas contrapesadas y sonido de piano acústico muestreado en alta resolución. Modelo Privia PX en color rojo cereza, con acabado series.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Casio+Pianos+Digitales&font=roboto
103,Casio SA- Classic 951,Casio,Teclados,4479.99,19,"Teclado versátil con amplia biblioteca de sonidos, ideal para práctica, composición y presentaciones en vivo. Modelo SA- en color dorado, con acabado classic.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Casio+Teclados&font=roboto
104,Casio AP- Pro 616,Casio,Pianos Digitales,22369.99,10,"Piano digital con teclas contrapesadas y sonido de piano acústico muestreado en alta resolución. Modelo AP- en color gris metálico, con acabado pro.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Casio+Pianos+Digitales&font=roboto
105,Casio CT-X Edition 897,Casio,Teclados,9659.99,10,"Teclado versátil con amplia biblioteca de sonidos, ideal para práctica, composición y presentaciones en vivo. Modelo CT-X en color blanco perla, con acabado edition.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Casio+Teclados&font=roboto
106,Casio CDP-S Series 226,Casio,Pianos Digitales,19189.99,15,"Piano digital con teclas contrapesadas y sonido de piano acústico muestreado en alta resolución. Modelo CDP-S en color rojo cereza, con acabado series.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Casio+Pianos+Digitales&font=roboto
107,Casio Casiotone Signature 268,Casio,Teclados,15449.99,17,"Teclado versátil con amplia biblioteca de sonidos, ideal para práctica, composición y presentaciones en vivo. Modelo Casiotone en color gris metálico, con acabado signature.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Casio+Teclados&font=roboto
108,Casio Privia PX Standard 239,Casio,Pianos Digitales,24859.99,20,"Piano digital con teclas contrapesadas y sonido de piano acústico muestreado en alta resolución. Modelo Privia PX en color rojo cereza, con acabado standard.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Casio+Pianos+Digitales&font=roboto
109,Korg Minilogue Pro 214,Korg,Sintetizadores,47289.99,19,"Sintetizador con motor de sonido versátil, ideal para producción musical moderna y presentaciones en vivo. Modelo Minilogue en color azul océano, con acabado pro.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Korg+Sintetizadores&font=roboto
110,Korg Pa1000 Plus 494,Korg,Teclados,26769.99,19,"Teclado versátil con amplia biblioteca de sonidos, ideal para práctica, composición y presentaciones en vivo. Modelo Pa1000 en color blanco perla, con acabado plus.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Korg+Teclados&font=roboto
111,Korg Volca X 795,Korg,Sintetizadores,24709.99,19,"Sintetizador con motor de sonido versátil, ideal para producción musical moderna y presentaciones en vivo. Modelo Volca en color natural, con acabado x.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Korg+Sintetizadores&font=roboto
112,Korg Kronos Classic 120,Korg,Teclados,23679.99,14,"Teclado versátil con amplia biblioteca de sonidos, ideal para práctica, composición y presentaciones en vivo. Modelo Kronos en color natural, con acabado classic.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Korg+Teclados&font=roboto
113,Korg Prologue Series 87,Korg,Sintetizadores,35429.99,20,"Sintetizador con motor de sonido versátil, ideal para producción musical moderna y presentaciones en vivo. Modelo Prologue en color azul océano, con acabado series.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Korg+Sintetizadores&font=roboto
114,Korg Pa1000 Special 880,Korg,Teclados,27269.99,11,"Teclado versátil con amplia biblioteca de sonidos, ideal para práctica, composición y presentaciones en vivo. Modelo Pa1000 en color natural, con acabado special.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Korg+Teclados&font=roboto
115,Korg Minilogue Studio 448,Korg,Sintetizadores,38759.99,11,"Sintetizador con motor de sonido versátil, ideal para producción musical moderna y presentaciones en vivo. Modelo Minilogue en color vino, con acabado studio.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Korg+Sintetizadores&font=roboto
116,Korg Nautilus Pro 852,Korg,Teclados,20669.99,16,"Teclado versátil con amplia biblioteca de sonidos, ideal para práctica, composición y presentaciones en vivo. Modelo Nautilus en color gris metálico, con acabado pro.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Korg+Teclados&font=roboto
117,Korg microKORG X 455,Korg,Sintetizadores,15459.99,18,"Sintetizador con motor de sonido versátil, ideal para producción musical moderna y presentaciones en vivo. Modelo microKORG en color blanco perla, con acabado x.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Korg+Sintetizadores&font=roboto
118,Korg Nautilus SE 456,Korg,Teclados,32079.99,19,"Teclado versátil con amplia biblioteca de sonidos, ideal para práctica, composición y presentaciones en vivo. Modelo Nautilus en color dorado, con acabado se.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Korg+Teclados&font=roboto
119,Korg microKORG Deluxe 860,Korg,Sintetizadores,51869.99,14,"Sintetizador con motor de sonido versátil, ideal para producción musical moderna y presentaciones en vivo. Modelo microKORG en color azul océano, con acabado deluxe.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Korg+Sintetizadores&font=roboto
120,Korg SV-2 Plus 593,Korg,Teclados,24759.99,16,"Teclado versátil con amplia biblioteca de sonidos, ideal para práctica, composición y presentaciones en vivo. Modelo SV-2 en color dorado, con acabado plus.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Korg+Teclados&font=roboto
121,Korg microKORG Pro 881,Korg,Sintetizadores,22609.99,17,"Sintetizador con motor de sonido versátil, ideal para producción musical moderna y presentaciones en vivo. Modelo microKORG en color dorado, con acabado pro.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Korg+Sintetizadores&font=roboto
122,Korg Pa1000 Studio 358,Korg,Teclados,13509.99,19,"Teclado versátil con amplia biblioteca de sonidos, ideal para práctica, composición y presentaciones en vivo. Modelo Pa1000 en color natural, con acabado studio.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Korg+Teclados&font=roboto
123,Korg microKORG Pro 980,Korg,Sintetizadores,16179.99,13,"Sintetizador con motor de sonido versátil, ideal para producción musical moderna y presentaciones en vivo. Modelo microKORG en color vino, con acabado pro.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Korg+Sintetizadores&font=roboto
124,Korg SV-2 SE 786,Korg,Teclados,12179.99,17,"Teclado versátil con amplia biblioteca de sonidos, ideal para práctica, composición y presentaciones en vivo. Modelo SV-2 en color vino, con acabado se.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Korg+Teclados&font=roboto
125,Korg Prologue X 105,Korg,Sintetizadores,21129.99,16,"Sintetizador con motor de sonido versátil, ideal para producción musical moderna y presentaciones en vivo. Modelo Prologue en color negro, con acabado x.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Korg+Sintetizadores&font=roboto
126,Korg Pa1000 Vintage 387,Korg,Teclados,20099.99,18,"Teclado versátil con amplia biblioteca de sonidos, ideal para práctica, composición y presentaciones en vivo. Modelo Pa1000 en color transparente, con acabado vintage.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Korg+Teclados&font=roboto
127,Ibanez Artcore Edition 348,Ibanez,Guitarras Eléctricas,21479.99,17,"Guitarra eléctrica con pastillas de alta definición y acabado premium, pensada para escenarios exigentes. Modelo Artcore en color vino, con acabado edition.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Ibanez+Guitarras+Eléctricas&font=roboto
128,Ibanez Talman Bass Vintage 246,Ibanez,Bajos Eléctricos,10789.99,13,"Bajo eléctrico con gran proyección de graves y ergonomía pensada para largas sesiones de tocada. Modelo Talman Bass en color natural, con acabado vintage.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Ibanez+Bajos+Eléctricos&font=roboto
129,Ibanez Artcore Special 983,Ibanez,Guitarras Eléctricas,39539.99,12,"Guitarra eléctrica con pastillas de alta definición y acabado premium, pensada para escenarios exigentes. Modelo Artcore en color vino, con acabado special.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Ibanez+Guitarras+Eléctricas&font=roboto
130,Ibanez GSR II 293,Ibanez,Bajos Eléctricos,32229.99,18,"Bajo eléctrico con gran proyección de graves y ergonomía pensada para largas sesiones de tocada. Modelo GSR en color dorado, con acabado ii.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Ibanez+Bajos+Eléctricos&font=roboto
131,Ibanez RGA Vintage 862,Ibanez,Guitarras Eléctricas,14549.99,13,"Guitarra eléctrica con pastillas de alta definición y acabado premium, pensada para escenarios exigentes. Modelo RGA en color sunburst, con acabado vintage.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Ibanez+Guitarras+Eléctricas&font=roboto
132,Ibanez Talman Bass Classic 24,Ibanez,Bajos Eléctricos,31639.99,12,"Bajo eléctrico con gran proyección de graves y ergonomía pensada para largas sesiones de tocada. Modelo Talman Bass en color natural, con acabado classic.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Ibanez+Bajos+Eléctricos&font=roboto
133,Ibanez Artcore Standard 576,Ibanez,Guitarras Eléctricas,18859.99,12,"Guitarra eléctrica con pastillas de alta definición y acabado premium, pensada para escenarios exigentes. Modelo Artcore en color negro, con acabado standard.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Ibanez+Guitarras+Eléctricas&font=roboto
134,Ibanez BTB Special 597,Ibanez,Bajos Eléctricos,16599.99,17,"Bajo eléctrico con gran proyección de graves y ergonomía pensada para largas sesiones de tocada. Modelo BTB en color negro, con acabado special.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Ibanez+Bajos+Eléctricos&font=roboto
135,Ibanez AZ Deluxe 998,Ibanez,Guitarras Eléctricas,8269.99,17,"Guitarra eléctrica con pastillas de alta definición y acabado premium, pensada para escenarios exigentes. Modelo AZ en color blanco perla, con acabado deluxe.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Ibanez+Guitarras+Eléctricas&font=roboto
136,Ibanez SR Bass Custom 513,Ibanez,Bajos Eléctricos,9129.99,20,"Bajo eléctrico con gran proyección de graves y ergonomía pensada para largas sesiones de tocada. Modelo SR Bass en color gris metálico, con acabado custom.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Ibanez+Bajos+Eléctricos&font=roboto
137,Ibanez Prestige Standard 162,Ibanez,Guitarras Eléctricas,41699.99,14,"Guitarra eléctrica con pastillas de alta definición y acabado premium, pensada para escenarios exigentes. Modelo Prestige en color blanco perla, con acabado standard.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Ibanez+Guitarras+Eléctricas&font=roboto
138,Ibanez SR Bass Plus 581,Ibanez,Bajos Eléctricos,33639.99,19,"Bajo eléctrico con gran proyección de graves y ergonomía pensada para largas sesiones de tocada. Modelo SR Bass en color sunburst, con acabado plus.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Ibanez+Bajos+Eléctricos&font=roboto
139,Ibanez RGA Plus 399,Ibanez,Guitarras Eléctricas,25829.99,17,"Guitarra eléctrica con pastillas de alta definición y acabado premium, pensada para escenarios exigentes. Modelo RGA en color vino, con acabado plus.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Ibanez+Guitarras+Eléctricas&font=roboto
140,Ibanez Talman Bass Edition 592,Ibanez,Bajos Eléctricos,28549.99,19,"Bajo eléctrico con gran proyección de graves y ergonomía pensada para largas sesiones de tocada. Modelo Talman Bass en color natural, con acabado edition.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Ibanez+Bajos+Eléctricos&font=roboto
141,Ibanez Prestige Special 650,Ibanez,Guitarras Eléctricas,15289.99,20,"Guitarra eléctrica con pastillas de alta definición y acabado premium, pensada para escenarios exigentes. Modelo Prestige en color azul océano, con acabado special.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Ibanez+Guitarras+Eléctricas&font=roboto
142,Ibanez SR Bass Classic 187,Ibanez,Bajos Eléctricos,26099.99,12,"Bajo eléctrico con gran proyección de graves y ergonomía pensada para largas sesiones de tocada. Modelo SR Bass en color azul océano, con acabado classic.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Ibanez+Bajos+Eléctricos&font=roboto
143,Ibanez RG Edition 715,Ibanez,Guitarras Eléctricas,32129.99,14,"Guitarra eléctrica con pastillas de alta definición y acabado premium, pensada para escenarios exigentes. Modelo RG en color dorado, con acabado edition.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Ibanez+Guitarras+Eléctricas&font=roboto
144,Ibanez SR Bass Plus 733,Ibanez,Bajos Eléctricos,16539.99,17,"Bajo eléctrico con gran proyección de graves y ergonomía pensada para largas sesiones de tocada. Modelo SR Bass en color natural, con acabado plus.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Ibanez+Bajos+Eléctricos&font=roboto
145,Shure SM57 Plus 816,Shure,Micrófonos,27889.99,19,"Micrófono profesional con captación clara y consistente, apto para voz e instrumentos en estudio o en vivo. Modelo SM57 en color natural, con acabado plus.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Shure+Micrófonos&font=roboto
146,Shure Beta 58A Edition 567,Shure,Micrófonos,8569.99,12,"Micrófono profesional con captación clara y consistente, apto para voz e instrumentos en estudio o en vivo. Modelo Beta 58A en color sunburst, con acabado edition.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Shure+Micrófonos&font=roboto
147,Shure MV7 Elite 71,Shure,Micrófonos,6559.99,14,"Micrófono profesional con captación clara y consistente, apto para voz e instrumentos en estudio o en vivo. Modelo MV7 en color sunburst, con acabado elite.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Shure+Micrófonos&font=roboto
148,Shure MV7 X 489,Shure,Micrófonos,24389.99,16,"Micrófono profesional con captación clara y consistente, apto para voz e instrumentos en estudio o en vivo. Modelo MV7 en color sunburst, con acabado x.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Shure+Micrófonos&font=roboto
149,Shure MV7 SE 92,Shure,Micrófonos,21299.99,16,"Micrófono profesional con captación clara y consistente, apto para voz e instrumentos en estudio o en vivo. Modelo MV7 en color dorado, con acabado se.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Shure+Micrófonos&font=roboto
150,Shure PGA58 Signature 103,Shure,Micrófonos,8709.99,20,"Micrófono profesional con captación clara y consistente, apto para voz e instrumentos en estudio o en vivo. Modelo PGA58 en color negro, con acabado signature.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Shure+Micrófonos&font=roboto
151,Shure SM58 Signature 51,Shure,Micrófonos,26929.99,12,"Micrófono profesional con captación clara y consistente, apto para voz e instrumentos en estudio o en vivo. Modelo SM58 en color transparente, con acabado signature.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Shure+Micrófonos&font=roboto
152,Shure BLX Wireless X 195,Shure,Micrófonos,34899.99,16,"Micrófono profesional con captación clara y consistente, apto para voz e instrumentos en estudio o en vivo. Modelo BLX Wireless en color natural, con acabado x.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Shure+Micrófonos&font=roboto
153,Shure BLX Wireless Custom 366,Shure,Micrófonos,14829.99,15,"Micrófono profesional con captación clara y consistente, apto para voz e instrumentos en estudio o en vivo. Modelo BLX Wireless en color dorado, con acabado custom.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Shure+Micrófonos&font=roboto
154,Shure SM57 Classic 431,Shure,Micrófonos,24559.99,14,"Micrófono profesional con captación clara y consistente, apto para voz e instrumentos en estudio o en vivo. Modelo SM57 en color rojo cereza, con acabado classic.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Shure+Micrófonos&font=roboto
155,Shure KSM8 Standard 100,Shure,Micrófonos,11629.99,15,"Micrófono profesional con captación clara y consistente, apto para voz e instrumentos en estudio o en vivo. Modelo KSM8 en color dorado, con acabado standard.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Shure+Micrófonos&font=roboto
156,Shure SM57 Series 854,Shure,Micrófonos,34599.99,20,"Micrófono profesional con captación clara y consistente, apto para voz e instrumentos en estudio o en vivo. Modelo SM57 en color vino, con acabado series.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Shure+Micrófonos&font=roboto
157,Shure BLX Wireless Edition 202,Shure,Micrófonos,18579.99,19,"Micrófono profesional con captación clara y consistente, apto para voz e instrumentos en estudio o en vivo. Modelo BLX Wireless en color negro, con acabado edition.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Shure+Micrófonos&font=roboto
158,Shure BLX Wireless X 218,Shure,Micrófonos,10009.99,12,"Micrófono profesional con captación clara y consistente, apto para voz e instrumentos en estudio o en vivo. Modelo BLX Wireless en color negro, con acabado x.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Shure+Micrófonos&font=roboto
159,Shure MV7 X 134,Shure,Micrófonos,1889.99,20,"Micrófono profesional con captación clara y consistente, apto para voz e instrumentos en estudio o en vivo. Modelo MV7 en color dorado, con acabado x.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Shure+Micrófonos&font=roboto
160,Shure Beta 58A Classic 574,Shure,Micrófonos,1369.99,16,"Micrófono profesional con captación clara y consistente, apto para voz e instrumentos en estudio o en vivo. Modelo Beta 58A en color natural, con acabado classic.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Shure+Micrófonos&font=roboto
161,Shure SM57 Plus 482,Shure,Micrófonos,33199.99,20,"Micrófono profesional con captación clara y consistente, apto para voz e instrumentos en estudio o en vivo. Modelo SM57 en color sunburst, con acabado plus.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Shure+Micrófonos&font=roboto
162,Shure SM7B SE 531,Shure,Micrófonos,24959.99,16,"Micrófono profesional con captación clara y consistente, apto para voz e instrumentos en estudio o en vivo. Modelo SM7B en color natural, con acabado se.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Shure+Micrófonos&font=roboto
163,Pearl Reference SE 477,Pearl,Baterías,39879.99,16,"Batería acústica con cascos de calidad y herrajes resistentes, lista para estudio o escenario. Modelo Reference en color azul océano, con acabado se.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Pearl+Baterías&font=roboto
164,Pearl Roadshow Elite 292,Pearl,Baterías,52269.99,16,"Batería acústica con cascos de calidad y herrajes resistentes, lista para estudio o escenario. Modelo Roadshow en color sunburst, con acabado elite.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Pearl+Baterías&font=roboto
165,Pearl Masters Maple Signature 299,Pearl,Baterías,49659.99,19,"Batería acústica con cascos de calidad y herrajes resistentes, lista para estudio o escenario. Modelo Masters Maple en color negro, con acabado signature.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Pearl+Baterías&font=roboto
166,Pearl Decade Maple SE 467,Pearl,Baterías,39169.99,15,"Batería acústica con cascos de calidad y herrajes resistentes, lista para estudio o escenario. Modelo Decade Maple en color blanco perla, con acabado se.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Pearl+Baterías&font=roboto
167,Pearl Masters Maple Series 965,Pearl,Baterías,27019.99,13,"Batería acústica con cascos de calidad y herrajes resistentes, lista para estudio o escenario. Modelo Masters Maple en color dorado, con acabado series.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Pearl+Baterías&font=roboto
168,Pearl Midtown Plus 402,Pearl,Baterías,22079.99,16,"Batería acústica con cascos de calidad y herrajes resistentes, lista para estudio o escenario. Modelo Midtown en color transparente, con acabado plus.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Pearl+Baterías&font=roboto
169,Pearl Export Deluxe 732,Pearl,Baterías,60159.99,16,"Batería acústica con cascos de calidad y herrajes resistentes, lista para estudio o escenario. Modelo Export en color dorado, con acabado deluxe.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Pearl+Baterías&font=roboto
170,Pearl Reference Elite 997,Pearl,Baterías,11079.99,18,"Batería acústica con cascos de calidad y herrajes resistentes, lista para estudio o escenario. Modelo Reference en color dorado, con acabado elite.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Pearl+Baterías&font=roboto
171,Pearl Decade Maple Deluxe 905,Pearl,Baterías,56329.99,11,"Batería acústica con cascos de calidad y herrajes resistentes, lista para estudio o escenario. Modelo Decade Maple en color sunburst, con acabado deluxe.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Pearl+Baterías&font=roboto
172,Pearl Decade Maple X 749,Pearl,Baterías,17079.99,20,"Batería acústica con cascos de calidad y herrajes resistentes, lista para estudio o escenario. Modelo Decade Maple en color negro, con acabado x.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Pearl+Baterías&font=roboto
173,Pearl Roadshow Custom 810,Pearl,Baterías,63279.99,15,"Batería acústica con cascos de calidad y herrajes resistentes, lista para estudio o escenario. Modelo Roadshow en color dorado, con acabado custom.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Pearl+Baterías&font=roboto
174,Pearl Decade Maple Series 882,Pearl,Baterías,27399.99,20,"Batería acústica con cascos de calidad y herrajes resistentes, lista para estudio o escenario. Modelo Decade Maple en color sunburst, con acabado series.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Pearl+Baterías&font=roboto
175,Pearl Decade Maple Series 651,Pearl,Baterías,49249.99,17,"Batería acústica con cascos de calidad y herrajes resistentes, lista para estudio o escenario. Modelo Decade Maple en color rojo cereza, con acabado series.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Pearl+Baterías&font=roboto
176,Pearl Decade Maple Standard 80,Pearl,Baterías,22149.99,20,"Batería acústica con cascos de calidad y herrajes resistentes, lista para estudio o escenario. Modelo Decade Maple en color transparente, con acabado standard.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Pearl+Baterías&font=roboto
177,Pearl Masters Maple Plus 454,Pearl,Baterías,63789.99,20,"Batería acústica con cascos de calidad y herrajes resistentes, lista para estudio o escenario. Modelo Masters Maple en color sunburst, con acabado plus.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Pearl+Baterías&font=roboto
178,Pearl Midtown Special 180,Pearl,Baterías,47869.99,10,"Batería acústica con cascos de calidad y herrajes resistentes, lista para estudio o escenario. Modelo Midtown en color dorado, con acabado special.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Pearl+Baterías&font=roboto
179,Pearl Export Deluxe 310,Pearl,Baterías,29079.99,16,"Batería acústica con cascos de calidad y herrajes resistentes, lista para estudio o escenario. Modelo Export en color negro, con acabado deluxe.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Pearl+Baterías&font=roboto
180,Pearl Roadshow Plus 431,Pearl,Baterías,40699.99,12,"Batería acústica con cascos de calidad y herrajes resistentes, lista para estudio o escenario. Modelo Roadshow en color vino, con acabado plus.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Pearl+Baterías&font=roboto
181,Zildjian K Custom Classic 634,Zildjian,Platillos,12429.99,19,"Platillo con aleación de bronce de alta calidad, ofrece un brillo y sustain característicos. Modelo K Custom en color sunburst, con acabado classic.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Zildjian+Platillos&font=roboto
182,Zildjian I Family Plus 944,Zildjian,Platillos,8919.99,13,"Platillo con aleación de bronce de alta calidad, ofrece un brillo y sustain característicos. Modelo I Family en color dorado, con acabado plus.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Zildjian+Platillos&font=roboto
183,Zildjian Avedis Signature 271,Zildjian,Platillos,9939.99,17,"Platillo con aleación de bronce de alta calidad, ofrece un brillo y sustain característicos. Modelo Avedis en color dorado, con acabado signature.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Zildjian+Platillos&font=roboto
184,Zildjian A Zildjian Classic 462,Zildjian,Platillos,13339.99,19,"Platillo con aleación de bronce de alta calidad, ofrece un brillo y sustain característicos. Modelo A Zildjian en color sunburst, con acabado classic.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Zildjian+Platillos&font=roboto
185,Zildjian A Zildjian Edition 477,Zildjian,Platillos,12119.99,13,"Platillo con aleación de bronce de alta calidad, ofrece un brillo y sustain característicos. Modelo A Zildjian en color natural, con acabado edition.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Zildjian+Platillos&font=roboto
186,Zildjian Avedis SE 252,Zildjian,Platillos,6459.99,15,"Platillo con aleación de bronce de alta calidad, ofrece un brillo y sustain característicos. Modelo Avedis en color sunburst, con acabado se.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Zildjian+Platillos&font=roboto
187,Zildjian FX Vintage 32,Zildjian,Platillos,13739.99,20,"Platillo con aleación de bronce de alta calidad, ofrece un brillo y sustain característicos. Modelo FX en color natural, con acabado vintage.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Zildjian+Platillos&font=roboto
188,Zildjian Avedis Signature 589,Zildjian,Platillos,12359.99,10,"Platillo con aleación de bronce de alta calidad, ofrece un brillo y sustain característicos. Modelo Avedis en color negro, con acabado signature.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Zildjian+Platillos&font=roboto
189,Zildjian FX SE 804,Zildjian,Platillos,11549.99,19,"Platillo con aleación de bronce de alta calidad, ofrece un brillo y sustain característicos. Modelo FX en color natural, con acabado se.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Zildjian+Platillos&font=roboto
